classification_id,credit_id,client_id,date_classification,categorie_reglementaire,categorie_bale_ii,categorie_ifrs9,jours_retard,probabilite_defaut_pd,perte_en_cas_defaut_lgd,exposition_en_cas_defaut_ead,perte_attendue_el,provision_requise,provision_constituee,taux_provisionnement,indicateur_forborne,date_restructuration,indicateur_contentieux,date_entree_contentieux,motif_classification,observation,validateur_id,date_validation,date_prochaine_revue
CLS-001395,CRD-001395,CLI-004688,2026-02-22,Saine,C,Stage 1,0,0.0186,0.55,27456.53,281.01,294.64,290.74,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:29.960540,2026-12-10 14:53:29.960540
CLS-001396,CRD-001396,CLI-004896,2023-01-08,Saine,C,Stage 1,0,0.0104,0.4881,45075.61,228.36,250.09,244.9,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:29.963537,2026-12-10 14:53:29.963537
CLS-001397,CRD-001397,CLI-001685,2022-11-04,Saine,B,Stage 1,0,0.02,0.4469,79209.88,706.76,750.17,729.03,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:29.966537,2026-12-10 14:53:29.966537
CLS-001398,CRD-001398,CLI-004661,2024-10-16,Saine,C,Stage 1,0,0.0196,0.4648,1527.94,13.89,16.52,16.44,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:29.969536,2026-12-10 14:53:29.969536
CLS-001399,CRD-001399,CLI-001515,2022-06-11,Saine,C,Stage 1,0,0.0164,0.245,3453.4,13.87,15.83,15.82,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:29.971536,2026-12-10 14:53:29.971536
CLS-001400,CRD-001400,CLI-002405,2023-03-20,Saine,C,Stage 1,0,0.0184,0.4521,1091.17,9.06,9.99,9.84,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:29.974561,2026-12-10 14:53:29.974561
CLS-001401,CRD-001401,CLI-002022,2023-08-02,Saine,C,Stage 1,0,0.0088,0.4407,4005.72,15.47,15.83,15.06,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:29.977554,2026-12-10 14:53:29.977554
CLS-001402,CRD-001402,CLI-004554,2025-08-22,Saine,B,Stage 1,0,0.0085,0.2104,2268.15,4.08,4.8,4.69,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:29.980559,2026-12-10 14:53:29.980559
CLS-001403,CRD-001403,CLI-001768,2024-07-03,Saine,B,Stage 1,0,0.0169,0.2229,7406.68,27.9,30.78,29.59,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:29.982560,2026-12-10 14:53:29.982560
CLS-001404,CRD-001404,CLI-000175,2024-09-11,Saine,B,Stage 1,0,0.0145,0.4902,67675.62,481.71,553.5,536.03,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:29.985558,2026-12-10 14:53:29.985558
CLS-001405,CRD-001405,CLI-001555,2021-12-19,Saine,C,Stage 1,0,0.0157,0.5292,3589.1,29.82,33.16,32.72,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:29.987554,2026-12-10 14:53:29.987554
CLS-001406,CRD-001406,CLI-004216,2024-06-08,Saine,B,Stage 1,0,0.0132,0.2938,452400.18,1751.75,1789.9,1782.48,0.0,1,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:29.990558,2026-12-10 14:53:29.990558
CLS-001407,CRD-001407,CLI-001483,2024-12-29,Saine,B,Stage 1,0,0.0068,0.2399,29849.55,48.76,58.27,58.2,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:29.993536,2026-12-10 14:53:29.993536
CLS-001408,CRD-001408,CLI-004462,2022-10-21,Douteuse,D,Stage 3,263,0.448,0.4466,47227.87,9450.15,10992.07,10653.46,0.5,0,,1,2023-03-01,Retard de paiement,Classification automatique,VAL-015,2026-09-11 14:53:29.996537,2026-12-10 14:53:29.996537
CLS-001409,CRD-001409,CLI-000218,2025-07-18,Saine,C,Stage 1,0,0.0101,0.4359,134065.47,591.95,667.2,659.33,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:29.998538,2026-12-10 14:53:29.998538
CLS-001410,CRD-001410,CLI-003915,2023-10-09,Saine,A,Stage 1,0,0.0074,0.4068,6641.43,20.1,20.95,20.61,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:30.001745,2026-12-10 14:53:30.001745
CLS-001411,CRD-001411,CLI-003721,2022-11-13,Saine,C,Stage 1,0,0.0152,0.2452,353340.47,1318.48,1437.12,1386.27,0.0,0,2022-12-03,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:30.004726,2026-12-10 14:53:30.004726
CLS-001412,CRD-001412,CLI-000691,2022-03-22,Saine,B,Stage 1,0,0.0183,0.5289,260436.68,2515.77,2794.05,2741.91,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:30.007727,2026-12-10 14:53:30.007727
CLS-001413,CRD-001413,CLI-002578,2022-03-29,Pré-douteuse,D,Stage 3,112,0.2621,0.4557,51321.24,6129.58,6433.63,6180.0,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-013,2026-09-11 14:53:30.010726,2026-12-10 14:53:30.010726
CLS-001414,CRD-001414,CLI-002234,2024-01-09,Saine,A,Stage 1,0,0.0153,0.3943,5256.07,31.71,37.83,36.52,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:30.013726,2026-12-10 14:53:30.013726
CLS-001415,CRD-001415,CLI-002239,2022-10-28,Saine,C,Stage 1,0,0.0191,0.2428,63373.3,294.26,313.05,300.31,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:30.016727,2026-12-10 14:53:30.016727
CLS-001416,CRD-001416,CLI-001107,2022-12-22,Saine,B,Stage 1,0,0.0156,0.4958,14286.26,110.15,115.27,113.92,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:30.019745,2026-12-10 14:53:30.019745
CLS-001417,CRD-001417,CLI-001790,2024-11-09,Saine,A,Stage 1,0,0.016,0.2399,23898.13,91.46,101.23,100.03,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:30.022745,2026-12-10 14:53:30.022745
CLS-001418,CRD-001418,CLI-003189,2024-09-19,Pré-douteuse,D,Stage 3,104,0.3094,0.2096,4617.4,299.41,300.46,288.85,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-008,2026-09-11 14:53:30.026740,2026-12-10 14:53:30.026740
CLS-001419,CRD-001419,CLI-002437,2025-12-10,Saine,A,Stage 1,0,0.0111,0.2468,4234.49,11.63,12.08,11.56,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:30.029737,2026-12-10 14:53:30.029737
CLS-001420,CRD-001420,CLI-000612,2022-12-26,Saine,B,Stage 1,0,0.0166,0.3785,27409.8,171.71,178.81,177.22,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:30.031746,2026-12-10 14:53:30.031746
CLS-001421,CRD-001421,CLI-003661,2026-10-15,Saine,B,Stage 1,0,0.0097,0.3306,1696.21,5.43,5.63,5.55,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:30.034746,2026-12-10 14:53:30.034746
CLS-001422,CRD-001422,CLI-003712,2023-02-25,Saine,B,Stage 1,0,0.0115,0.4349,14732.02,73.53,83.91,83.05,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:30.037747,2026-12-10 14:53:30.037747
CLS-001423,CRD-001423,CLI-000577,2027-08-02,Douteuse,D,Stage 3,278,0.3751,0.4967,376486.37,70150.08,77904.59,76055.66,0.5,0,,1,2027-06-03,Retard de paiement,Classification automatique,VAL-007,2026-09-11 14:53:30.039747,2026-12-10 14:53:30.039747
CLS-001424,CRD-001424,CLI-002064,2026-05-07,Saine,C,Stage 1,0,0.0063,0.6161,15625.91,61.11,71.76,69.4,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:30.043746,2026-12-10 14:53:30.043746
CLS-001425,CRD-001425,CLI-004436,2024-11-06,Saine,B,Stage 1,0,0.0194,0.3886,2896.68,21.85,21.86,20.79,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:30.045747,2026-12-10 14:53:30.045747
CLS-001426,CRD-001426,CLI-001181,2022-06-09,Saine,C,Stage 1,0,0.0069,0.3724,40322.94,104.24,109.56,108.0,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:30.048742,2026-12-10 14:53:30.048742
CLS-001427,CRD-001427,CLI-000889,2024-08-31,Saine,A,Stage 1,0,0.0102,0.5403,18083.03,99.32,111.58,111.0,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:30.051722,2026-12-10 14:53:30.051722
CLS-001428,CRD-001428,CLI-003129,2024-05-20,Saine,C,Stage 1,0,0.0093,0.5239,7188.52,34.95,38.77,38.7,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:30.053726,2026-12-10 14:53:30.053726
CLS-001429,CRD-001429,CLI-001733,2022-11-17,Saine,C,Stage 2,81,0.0608,0.4402,3585.43,95.89,107.3,102.46,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-011,2026-09-11 14:53:30.056723,2026-12-10 14:53:30.056723
CLS-001430,CRD-001430,CLI-002664,2026-04-23,Saine,B,Stage 1,0,0.0103,0.2797,10849.57,31.37,36.3,34.77,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:30.059724,2026-12-10 14:53:30.059724
CLS-001431,CRD-001431,CLI-000818,2023-05-29,Saine,C,Stage 1,0,0.0075,0.4606,13723.64,47.28,54.36,52.06,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:30.061747,2026-12-10 14:53:30.061747
CLS-001432,CRD-001432,CLI-003278,2024-10-04,Saine,C,Stage 1,0,0.0146,0.403,367104.19,2159.86,2338.78,2223.51,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:30.064856,2026-12-10 14:53:30.064856
CLS-001433,CRD-001433,CLI-001860,2026-11-05,Saine,A,Stage 1,0,0.0074,0.7207,11570.23,61.84,69.1,68.5,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:30.067863,2026-12-10 14:53:30.067863
CLS-001434,CRD-001434,CLI-000209,2026-11-15,Pré-douteuse,D,Stage 3,155,0.2954,0.4709,370406.55,51519.73,53282.26,51639.22,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-012,2026-09-11 14:53:30.070863,2026-12-10 14:53:30.070863
CLS-001435,CRD-001435,CLI-000294,2025-03-18,Saine,A,Stage 1,0,0.0196,0.5102,16872.95,169.16,185.48,182.56,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:30.072863,2026-12-10 14:53:30.072863
CLS-001436,CRD-001436,CLI-001120,2022-06-13,Saine,B,Stage 1,0,0.0137,0.584,901317.34,7203.51,7935.33,7647.95,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:30.076092,2026-12-10 14:53:30.076092
CLS-001437,CRD-001437,CLI-002214,2025-07-23,Saine,A,Stage 1,0,0.0136,0.3979,84144.43,456.66,503.08,489.82,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:30.079098,2026-12-10 14:53:30.079098
CLS-001438,CRD-001438,CLI-001610,2025-02-03,Saine,B,Stage 1,0,0.0166,0.4933,3700.5,30.25,30.52,29.45,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:30.081098,2026-12-10 14:53:30.081098
CLS-001439,CRD-001439,CLI-001265,2026-07-07,Douteuse,D,Stage 3,258,0.5589,0.526,68814.25,20231.82,24081.68,22989.1,0.5,0,,1,2026-10-12,Retard de paiement,Classification automatique,VAL-010,2026-09-11 14:53:30.084098,2026-12-10 14:53:30.084098
CLS-001440,CRD-001440,CLI-000991,2022-09-27,Saine,B,Stage 1,0,0.0097,0.4305,32695.0,136.38,144.32,141.14,0.0,0,2026-05-02,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:30.087098,2026-12-10 14:53:30.087098
CLS-001441,CRD-001441,CLI-004198,2024-12-16,Saine,A,Stage 1,0,0.0096,0.2185,107766.75,225.49,265.64,264.59,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:30.089097,2026-12-10 14:53:30.089097
CLS-001442,CRD-001442,CLI-001617,2025-06-07,Saine,C,Stage 1,0,0.0169,0.5198,19257.44,169.23,180.45,176.38,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:30.092290,2026-12-10 14:53:30.092290
CLS-001443,CRD-001443,CLI-000354,2023-01-01,Saine,C,Stage 1,0,0.0176,0.4386,16561.4,127.6,128.61,126.81,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.094290,2026-12-10 14:53:30.094290
CLS-001444,CRD-001444,CLI-004558,2022-11-02,Saine,C,Stage 1,0,0.0188,0.3551,20229.71,134.74,152.92,146.59,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:30.097290,2026-12-10 14:53:30.097290
CLS-001445,CRD-001445,CLI-002023,2027-02-28,Saine,C,Stage 1,0,0.0124,0.3364,177843.73,744.14,836.11,802.08,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:30.100471,2026-12-10 14:53:30.100471
CLS-001446,CRD-001446,CLI-003691,2023-02-11,Saine,C,Stage 1,0,0.0128,0.5128,9763.52,63.89,71.35,71.21,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.102471,2026-12-10 14:53:30.102471
CLS-001447,CRD-001447,CLI-002556,2022-06-08,Saine,B,Stage 1,0,0.0186,0.5448,90377.94,917.72,1072.66,1060.96,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:30.105471,2026-12-10 14:53:30.105471
CLS-001448,CRD-001448,CLI-003049,2026-10-04,Saine,C,Stage 1,0,0.0065,0.4719,91677.2,283.21,304.46,289.68,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:30.108471,2026-12-10 14:53:30.108471
CLS-001449,CRD-001449,CLI-001229,2023-02-01,Saine,B,Stage 1,0,0.0094,0.6017,3594.11,20.33,22.06,21.92,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:30.110471,2026-12-10 14:53:30.110471
CLS-001450,CRD-001450,CLI-000260,2023-05-30,Saine,B,Stage 1,0,0.0192,0.3284,1863.11,11.74,14.01,13.52,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:30.113472,2026-12-10 14:53:30.113472
CLS-001451,CRD-001451,CLI-001520,2024-06-23,Saine,A,Stage 1,0,0.0158,0.5374,20187.5,171.68,204.02,200.71,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:30.116663,2026-12-10 14:53:30.116663
CLS-001452,CRD-001452,CLI-001778,2026-02-01,Saine,B,Stage 1,0,0.0113,0.4903,1437.94,7.98,8.62,8.49,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:30.119663,2026-12-10 14:53:30.119663
CLS-001453,CRD-001453,CLI-004740,2024-03-26,Saine,A,Stage 1,0,0.008,0.3568,25182.79,72.23,75.58,71.92,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:30.121662,2026-12-10 14:53:30.121662
CLS-001454,CRD-001454,CLI-001771,2025-02-17,Saine,B,Stage 1,0,0.0126,0.6993,2066.39,18.22,19.0,18.22,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:30.125119,2026-12-10 14:53:30.125119
CLS-001455,CRD-001455,CLI-004354,2023-10-16,Saine,B,Stage 1,0,0.0087,0.4952,391675.66,1695.96,1745.88,1704.34,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:30.129141,2026-12-10 14:53:30.129141
CLS-001456,CRD-001456,CLI-000053,2025-01-08,Saine,A,Stage 1,0,0.013,0.3058,31828.4,126.23,138.43,134.61,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:30.131144,2026-12-10 14:53:30.131144
CLS-001457,CRD-001457,CLI-003474,2026-04-13,Saine,B,Stage 1,0,0.0128,0.3559,90021.49,409.82,474.54,456.73,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:30.134142,2026-12-10 14:53:30.134142
CLS-001458,CRD-001458,CLI-004684,2022-12-17,Saine,C,Stage 1,0,0.0076,0.6783,922742.53,4726.95,5091.45,5090.34,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:30.136144,2026-12-10 14:53:30.136144
CLS-001459,CRD-001459,CLI-004412,2024-04-27,Saine,B,Stage 1,0,0.0173,0.4885,64019.94,541.89,614.13,585.64,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:30.139142,2026-12-10 14:53:30.139142
CLS-001460,CRD-001460,CLI-002410,2022-07-20,Saine,B,Stage 1,0,0.0094,0.7422,14228.26,99.57,114.68,111.76,0.0,1,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:30.141138,2026-12-10 14:53:30.142142
CLS-001461,CRD-001461,CLI-002788,2023-09-22,Saine,C,Stage 1,0,0.0176,0.6185,7038.26,76.81,89.56,89.35,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:30.145119,2026-12-10 14:53:30.145119
CLS-001462,CRD-001462,CLI-002345,2023-05-07,Saine,B,Stage 1,0,0.0077,0.2506,6290.97,12.11,14.1,13.78,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:30.147121,2026-12-10 14:53:30.147121
CLS-001463,CRD-001463,CLI-001034,2027-02-01,Saine,C,Stage 1,0,0.006,0.4302,4999.37,12.86,13.98,13.79,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:30.150120,2026-12-10 14:53:30.150120
CLS-001464,CRD-001464,CLI-001098,2021-12-01,Saine,C,Stage 1,0,0.0094,0.2418,0.0,0.0,0.0,0.0,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:30.152122,2026-12-10 14:53:30.152122
CLS-001465,CRD-001465,CLI-000544,2023-07-20,Saine,C,Stage 1,0,0.0104,0.509,5328.22,28.12,29.0,28.61,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:30.155119,2026-12-10 14:53:30.155119
CLS-001466,CRD-001466,CLI-001047,2023-09-22,Saine,A,Stage 1,0,0.0081,0.5811,1735.93,8.13,9.11,8.71,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:30.158119,2026-12-10 14:53:30.158119
CLS-001467,CRD-001467,CLI-001895,2027-05-11,Saine,C,Stage 1,0,0.0103,0.5998,4308.12,26.65,27.24,26.43,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.160121,2026-12-10 14:53:30.160121
CLS-001468,CRD-001468,CLI-004377,2025-10-07,Saine,B,Stage 1,0,0.0078,0.2153,6857.08,11.46,12.62,12.03,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:30.163120,2026-12-10 14:53:30.163120
CLS-001469,CRD-001469,CLI-000031,2025-08-23,Saine,C,Stage 1,0,0.0079,0.5177,970.47,3.98,4.77,4.72,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:30.165120,2026-12-10 14:53:30.165120
CLS-001470,CRD-001470,CLI-000726,2025-09-17,Saine,C,Stage 1,0,0.0062,0.4344,145920.41,394.92,425.57,417.11,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:30.168323,2026-12-10 14:53:30.168323
CLS-001471,CRD-001471,CLI-004962,2023-03-21,Saine,A,Stage 1,0,0.0088,0.4878,4161.58,17.76,19.88,19.27,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:30.170328,2026-12-10 14:53:30.170328
CLS-001472,CRD-001472,CLI-004719,2022-12-28,Saine,B,Stage 1,0,0.0055,0.2769,1313.67,1.98,2.1,2.08,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:30.173580,2026-12-10 14:53:30.173580
CLS-001473,CRD-001473,CLI-003904,2027-04-23,Saine,A,Stage 1,0,0.0114,0.518,249626.01,1468.35,1580.16,1531.4,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:30.176605,2026-12-10 14:53:30.176605
CLS-001474,CRD-001474,CLI-001427,2022-07-19,Saine,B,Stage 1,0,0.0089,0.6996,10418.01,64.83,73.71,72.68,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:30.178602,2026-12-10 14:53:30.178602
CLS-001475,CRD-001475,CLI-002498,2027-02-13,Saine,C,Stage 1,0,0.0104,0.5723,28231.94,167.79,180.09,175.63,0.0,1,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:30.181607,2026-12-10 14:53:30.181607
CLS-001476,CRD-001476,CLI-000437,2023-12-27,Saine,A,Stage 1,0,0.0126,0.7216,137281.23,1248.86,1378.76,1355.36,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:30.183603,2026-12-10 14:53:30.183603
CLS-001477,CRD-001477,CLI-002471,2024-02-04,Saine,A,Stage 1,0,0.0065,0.3124,241871.36,488.38,489.74,487.5,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:30.186604,2026-12-10 14:53:30.186604
CLS-001478,CRD-001478,CLI-000913,2025-01-27,Saine,C,Stage 1,0,0.0167,0.3984,10205.82,67.87,76.12,72.61,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.189747,2026-12-10 14:53:30.189747
CLS-001479,CRD-001479,CLI-004223,2024-04-21,Saine,C,Stage 1,0,0.0151,0.4856,59514.23,437.38,460.85,446.62,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:30.192752,2026-12-10 14:53:30.192752
CLS-001480,CRD-001480,CLI-004353,2022-12-29,Saine,B,Stage 1,0,0.0087,0.4013,7880.05,27.36,28.22,27.18,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:30.196749,2026-12-10 14:53:30.196749
CLS-001481,CRD-001481,CLI-004513,2024-09-12,Saine,C,Stage 1,0,0.0081,0.2114,10769.24,18.37,20.52,20.09,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:30.198900,2026-12-10 14:53:30.198900
CLS-001482,CRD-001482,CLI-004444,2025-04-03,Saine,B,Stage 1,0,0.0141,0.7484,273872.85,2892.71,3466.34,3348.73,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:30.202905,2026-12-10 14:53:30.202905
CLS-001483,CRD-001483,CLI-002288,2025-01-15,Saine,B,Stage 1,0,0.0109,0.6753,8411.46,62.14,69.41,68.4,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:30.208906,2026-12-10 14:53:30.208906
CLS-001484,CRD-001484,CLI-004598,2026-02-02,Saine,B,Stage 1,0,0.0108,0.3537,17978.68,68.68,77.91,74.63,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.214902,2026-12-10 14:53:30.214902
CLS-001485,CRD-001485,CLI-001239,2025-10-17,Saine,C,Stage 1,0,0.008,0.4799,15127.39,57.83,64.4,63.46,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:30.219907,2026-12-10 14:53:30.219907
CLS-001486,CRD-001486,CLI-000904,2024-12-17,Saine,A,Stage 1,0,0.0073,0.54,949.93,3.77,4.14,4.1,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:30.223902,2026-12-10 14:53:30.223902
CLS-001487,CRD-001487,CLI-003621,2023-08-13,Saine,A,Stage 1,0,0.0182,0.3793,89187.52,614.85,630.85,618.51,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:30.228904,2026-12-10 14:53:30.228904
CLS-001488,CRD-001488,CLI-003232,2026-06-10,Saine,C,Stage 1,0,0.0134,0.4548,185426.43,1127.33,1350.31,1294.02,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:30.232902,2026-12-10 14:53:30.232902
CLS-001489,CRD-001489,CLI-002860,2022-03-06,Saine,C,Stage 1,0,0.0075,0.5224,114440.74,450.19,468.94,464.8,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:30.235903,2026-12-10 14:53:30.235903
CLS-001490,CRD-001490,CLI-000508,2026-03-22,Saine,C,Stage 1,0,0.018,0.3763,30903.97,208.92,226.18,217.57,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:30.238902,2026-12-10 14:53:30.238902
CLS-001491,CRD-001491,CLI-003222,2022-03-18,Saine,C,Stage 1,0,0.0058,0.6275,2138.31,7.75,7.84,7.81,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.243901,2026-12-10 14:53:30.243901
CLS-001492,CRD-001492,CLI-000184,2022-06-26,Saine,A,Stage 1,0,0.0124,0.3914,5624.72,27.3,30.01,28.87,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:30.247907,2026-12-10 14:53:30.247907
CLS-001493,CRD-001493,CLI-001565,2023-10-12,Saine,B,Stage 1,0,0.0193,0.204,9996.28,39.45,45.08,43.72,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:30.251910,2026-12-10 14:53:30.251910
CLS-001494,CRD-001494,CLI-002705,2022-07-20,Saine,B,Stage 1,0,0.0164,0.4686,813920.25,6245.15,7407.41,7327.15,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.254905,2026-12-10 14:53:30.254905
CLS-001495,CRD-001495,CLI-000322,2024-02-26,Saine,A,Stage 1,0,0.0053,0.6539,106510.48,369.97,429.37,416.47,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:30.258906,2026-12-10 14:53:30.258906
CLS-001496,CRD-001496,CLI-003564,2025-03-23,Saine,C,Stage 1,0,0.0122,0.5199,88.48,0.56,0.6,0.58,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:30.262903,2026-12-10 14:53:30.262903
CLS-001497,CRD-001497,CLI-001539,2025-11-02,Saine,C,Stage 1,0,0.0075,0.4209,209889.57,662.13,748.4,737.84,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.267116,2026-12-10 14:53:30.267116
CLS-001498,CRD-001498,CLI-001838,2026-08-30,Saine,C,Stage 1,0,0.0062,0.4601,5313.63,15.18,17.19,16.4,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:30.271092,2026-12-10 14:53:30.271092
CLS-001499,CRD-001499,CLI-002381,2022-06-09,Saine,C,Stage 1,0,0.0178,0.2074,119894.13,443.7,509.74,495.49,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:30.276299,2026-12-10 14:53:30.276299
CLS-001500,CRD-001500,CLI-001913,2023-06-24,Pré-douteuse,D,Stage 3,132,0.3145,0.3665,12302.51,1418.2,1523.45,1516.14,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-003,2026-09-11 14:53:30.280319,2026-12-10 14:53:30.280319
