credit_id,client_id,agence_id,compte_id,type_credit,montant_initial,montant_restant_du,taux_interet_nominal,taux_effectif_global,duree_totale_mois,duree_restante_mois,montant_mensualite,date_octroi,date_premiere_echeance,date_derniere_echeance,date_derniere_mensualite_payee,nombre_echeances_payees,nombre_echeances_impayees,jours_retard,statut_credit,garantie,valeur_garantie,objet_financement,score_risque_octroi,classification_bale,provision_constituee,date_dernier_incident,nombre_incidents_paiement,conseiller_credit_id,date_creation,date_derniere_maj
CRD-001249,CLI-004215,AG-CAS-03,CPT-005397,Crédit consommation,5720.72,238.36,0.0472,0.0672,48,2,131.02,2021-10-19,2021-11-18,2025-09-28,2025-07-30,46,2,0,En cours,Garantie autonome,3804.17,Équipement professionnel,608,B,1.95,,0,CONS-015,2026-09-11 14:53:29.550084,2026-09-11 14:53:29.550084
CRD-001250,CLI-004181,AG-KHE-01,CPT-005354,Crédit immobilier,675853.02,45056.87,0.0767,0.0884,120,8,8082.59,2024-09-14,2024-10-14,2034-07-24,2033-11-26,112,8,0,En cours,Caution personnelle,712385.39,Études,564,C,121.8,,0,CONS-029,2026-09-11 14:53:29.552087,2026-09-11 14:53:29.552087
CRD-001251,CLI-004885,AG-CAS-06,CPT-006262,Crédit immobilier,55376.0,32610.31,0.031,0.0448,180,106,385.09,2024-11-20,2024-12-20,2039-09-03,2030-12-19,74,106,0,En cours,Nantissement,59288.76,Investissement,640,B,301.95,,0,CONS-009,2026-09-11 14:53:29.555089,2026-09-11 14:53:29.555089
CRD-001252,CLI-003164,AG-KHE-01,CPT-004039,Crédit immobilier,1648400.17,1565980.16,0.0584,0.077,120,114,18168.46,2021-10-29,2021-11-28,2031-09-07,2022-04-27,6,114,0,En cours,Garantie autonome,1936694.93,Travaux,457,C,16725.76,,0,CONS-006,2026-09-11 14:53:29.557087,2026-09-11 14:53:29.557087
CRD-001253,CLI-000491,AG-BÉN-01,CPT-000622,Crédit équipement,25009.42,694.71,0.0649,0.0815,36,1,766.4,2026-05-23,2026-06-22,2029-05-07,2029-04-07,35,1,0,En cours,Caution personnelle,13627.77,Équipement professionnel,563,C,5.99,,0,CONS-018,2026-09-11 14:53:29.560087,2026-09-11 14:53:29.560087
CRD-001254,CLI-000863,AG-FÈS-01,CPT-001102,Crédit investissement,21005.48,15754.11,0.0588,0.0679,60,45,404.92,2023-11-05,2023-12-05,2028-10-09,2025-01-28,15,45,0,En cours,Hypothèque,21202.94,Travaux,560,C,95.56,,0,CONS-013,2026-09-11 14:53:29.563085,2026-09-11 14:53:29.563085
CRD-001255,CLI-001741,AG-RAB-01,CPT-002221,Crédit équipement,10332.43,4950.96,0.0548,0.0625,48,23,240.2,2025-03-09,2025-04-08,2029-02-16,2027-03-29,25,23,0,En cours,Caution personnelle,5291.1,Investissement,439,C,20.31,,0,CONS-028,2026-09-11 14:53:29.566688,2026-09-11 14:53:29.566688
CRD-001256,CLI-004100,AG-LAÂ-01,CPT-005246,Crédit consommation,11765.14,4575.33,0.0645,0.0792,36,14,360.32,2026-05-17,2026-06-16,2029-05-01,2028-03-07,22,14,0,En cours,Hypothèque,10737.89,Études,596,C,11.89,,0,CONS-030,2026-09-11 14:53:29.568714,2026-09-11 14:53:29.568714
CRD-001257,CLI-004386,AG-MEK-01,CPT-005623,Crédit immobilier,581360.95,150184.91,0.0502,0.0651,240,62,3843.15,2023-03-04,2023-04-03,2042-11-19,2037-10-16,178,62,0,En cours,Hypothèque,514223.51,Véhicule,780,A,565.48,,0,CONS-029,2026-09-11 14:53:29.571712,2026-09-11 14:53:29.571712
CRD-001258,CLI-002448,AG-BÉN-01,CPT-003115,Crédit automobile,47483.34,15827.78,0.0579,0.0645,60,20,913.36,2026-07-21,2026-08-20,2031-06-25,2029-11-02,40,20,0,En cours,Sans garantie,0.0,Équipement professionnel,543,C,112.07,,0,CONS-034,2026-09-11 14:53:29.574709,2026-09-11 14:53:29.574709
CRD-001259,CLI-004231,AG-AGA-01,CPT-005422,Crédit consommation,15742.43,10494.95,0.0797,0.099,24,16,711.77,2024-05-25,2024-06-24,2026-05-15,2025-01-20,8,16,0,En cours,Sans garantie,0.0,Achat immobilier,546,C,117.09,,0,CONS-024,2026-09-11 14:53:29.577712,2026-09-11 14:53:29.577712
CRD-001260,CLI-000507,AG-RAB-03,CPT-000644,Crédit professionnel,474711.8,226053.24,0.0722,0.0871,84,40,7215.83,2022-08-09,2022-09-08,2029-07-03,2026-03-21,44,40,0,En cours,Nantissement,346263.04,Équipement professionnel,826,A,571.25,,0,CONS-030,2026-09-11 14:53:29.579715,2026-09-11 14:53:29.579715
CRD-001261,CLI-002678,AG-RAB-01,CPT-003411,Crédit investissement,193858.39,117699.74,0.073,0.0818,84,51,2954.35,2025-04-13,2025-05-13,2032-03-07,2027-12-29,33,51,0,En cours,Nantissement,200402.92,Fonds de roulement,555,C,908.3,,0,CONS-042,2026-09-11 14:53:29.582713,2026-09-11 14:53:29.582713
CRD-001262,CLI-002996,AG-TAN-01,CPT-003821,Crédit professionnel,438026.35,206845.78,0.0614,0.0769,36,17,13353.41,2025-02-10,2025-03-12,2028-01-26,2026-09-03,19,17,0,En cours,Hypothèque,502607.3,Investissement,741,A,869.16,,0,CONS-002,2026-09-11 14:53:29.585714,2026-09-11 14:53:29.585714
CRD-001263,CLI-001943,AG-SET-01,CPT-002478,Crédit investissement,266125.98,166328.74,0.0667,0.0781,48,30,6332.05,2022-06-26,2022-07-26,2026-06-05,2023-12-18,18,30,0,En cours,Sans garantie,0.0,Équipement professionnel,436,C,1684.08,,0,CONS-001,2026-09-11 14:53:29.587715,2026-09-11 14:53:29.587715
CRD-001264,CLI-001223,AG-FÈS-02,CPT-001566,Crédit immobilier,754478.48,653881.35,0.0774,0.0858,120,104,9050.58,2024-03-31,2024-04-30,2034-02-07,2025-07-24,16,104,0,En cours,Garantie autonome,501341.68,Travaux,700,A,5374.54,,0,CONS-041,2026-09-11 14:53:29.590713,2026-09-11 14:53:29.590713
CRD-001265,CLI-001114,AG-RAB-02,CPT-001422,Crédit automobile,20224.04,5898.68,0.0384,0.0543,48,14,455.19,2023-02-22,2023-03-24,2027-02-01,2025-12-08,34,14,0,En cours,Hypothèque,22957.71,Travaux,776,A,22.41,,0,CONS-013,2026-09-11 14:53:29.593694,2026-09-11 14:53:29.593694
CRD-001266,CLI-001906,AG-LAÂ-01,CPT-002432,Crédit immobilier,380575.48,174430.43,0.041,0.056,120,55,3871.25,2024-06-19,2024-07-19,2034-04-28,2029-10-21,65,55,384,Contentieux,Nantissement,290766.74,Fonds de roulement,666,D,60375.01,2026-01-11,2,CONS-022,2026-09-11 14:53:29.595694,2026-09-11 14:53:29.595694
CRD-001267,CLI-003424,AG-RAB-03,CPT-004366,Crédit immobilier,79151.93,42544.16,0.0721,0.0882,240,129,623.68,2024-11-04,2024-12-04,2044-07-22,2033-12-17,111,129,0,En cours,Sans garantie,0.0,Études,435,C,370.88,,0,CONS-041,2026-09-11 14:53:29.598695,2026-09-11 14:53:29.598695
CRD-001268,CLI-001878,AG-CAS-05,CPT-002395,Crédit consommation,7869.36,1748.75,0.0545,0.0696,36,8,237.44,2024-04-25,2024-05-25,2027-04-10,2026-08-13,28,8,0,En cours,Sans garantie,0.0,Études,518,C,7.3,,0,CONS-013,2026-09-11 14:53:29.601955,2026-09-11 14:53:29.601955
CRD-001269,CLI-004673,AG-EL -01,CPT-005987,Crédit équipement,16040.58,4010.14,0.0559,0.069,12,3,1377.53,2021-12-12,2022-01-11,2022-12-07,2022-09-08,9,3,122,Incident de paiement,Nantissement,10846.93,Investissement,473,D,403.51,2023-09-02,2,CONS-002,2026-09-11 14:53:29.604953,2026-09-11 14:53:29.604953
CRD-001270,CLI-000434,AG-CAS-01,CPT-000549,Crédit consommation,12314.48,7183.45,0.0648,0.0733,48,28,291.92,2021-11-27,2021-12-27,2025-11-06,2023-07-20,20,28,0,En cours,Nantissement,9590.14,Équipement professionnel,619,B,63.98,,0,CONS-010,2026-09-11 14:53:29.606956,2026-09-11 14:53:29.606956
CRD-001271,CLI-002365,AG-MOH-01,CPT-003012,Crédit immobilier,437186.06,289028.56,0.0576,0.0734,180,119,3632.78,2022-09-20,2022-10-20,2037-07-03,2027-09-24,61,119,0,En cours,Hypothèque,490916.08,Véhicule,465,C,1344.15,,0,CONS-004,2026-09-11 14:53:29.609954,2026-09-11 14:53:29.609954
CRD-001272,CLI-003155,AG-MAR-02,CPT-004027,Crédit immobilier,84277.99,75850.19,0.0709,0.0894,120,108,982.45,2022-12-01,2022-12-31,2032-10-09,2023-11-26,12,108,0,En cours,Hypothèque,73863.99,Équipement professionnel,620,B,317.95,,0,CONS-050,2026-09-11 14:53:29.611957,2026-09-11 14:53:29.611957
CRD-001273,CLI-002836,AG-CAS-06,CPT-003615,Crédit automobile,183657.3,91828.65,0.0328,0.0415,24,12,7916.58,2021-12-03,2022-01-02,2023-11-23,2022-11-28,12,12,0,En cours,Hypothèque,113215.01,Véhicule,593,C,246.19,,0,CONS-004,2026-09-11 14:53:29.615052,2026-09-11 14:53:29.615052
CRD-001274,CLI-002093,AG-CAS-03,CPT-002667,Crédit consommation,13603.16,10769.17,0.0686,0.0794,24,19,608.19,2025-05-31,2025-06-30,2027-05-21,2025-10-28,5,19,0,En cours,Hypothèque,10845.04,Investissement,691,B,28.76,,0,CONS-007,2026-09-11 14:53:29.618074,2026-09-11 14:53:29.618074
CRD-001275,CLI-003011,AG-MOH-01,CPT-003842,Crédit professionnel,34384.32,22206.54,0.0439,0.0591,48,31,782.38,2022-05-28,2022-06-27,2026-05-07,2023-10-20,17,31,0,En cours,Caution personnelle,31688.7,Études,749,A,234.11,,0,CONS-021,2026-09-11 14:53:29.620081,2026-09-11 14:53:29.620081
CRD-001276,CLI-003163,AG-TAN-02,CPT-004038,Crédit automobile,65897.59,12813.42,0.0779,0.0885,36,7,2058.61,2021-12-04,2022-01-03,2024-11-18,2024-04-22,29,7,0,En cours,Garantie autonome,72012.63,Véhicule,713,A,116.3,,0,CONS-004,2026-09-11 14:53:29.623078,2026-09-11 14:53:29.623078
CRD-001277,CLI-002946,AG-CAS-03,CPT-003755,Crédit investissement,105353.61,54871.67,0.0614,0.0777,48,25,2481.0,2024-12-26,2025-01-25,2028-12-05,2026-11-16,23,25,0,En cours,Sans garantie,0.0,Études,686,B,342.71,,0,CONS-042,2026-09-11 14:53:29.626236,2026-09-11 14:53:29.626236
CRD-001278,CLI-003917,AG-KHE-01,CPT-005007,Crédit consommation,2130.55,118.36,0.0762,0.0844,36,2,66.39,2025-08-31,2025-09-30,2028-08-15,2028-06-16,34,2,0,En cours,Sans garantie,0.0,Travaux,629,B,0.47,,0,CONS-042,2026-09-11 14:53:29.629237,2026-09-11 14:53:29.629237
CRD-001279,CLI-002917,AG-SAF-01,CPT-003720,Crédit immobilier,522128.2,469915.38,0.0555,0.0614,180,162,4280.09,2023-09-01,2023-10-01,2038-06-14,2025-02-22,18,162,0,En cours,Garantie autonome,288612.93,Fonds de roulement,602,B,3468.49,,0,CONS-029,2026-09-11 14:53:29.633258,2026-09-11 14:53:29.633258
CRD-001280,CLI-001103,AG-TAN-02,CPT-001408,Crédit professionnel,198767.69,49691.92,0.0501,0.0597,36,9,5958.14,2024-08-12,2024-09-11,2027-07-28,2026-10-31,27,9,0,En cours,Garantie autonome,202812.63,Véhicule,455,C,481.91,,0,CONS-038,2026-09-11 14:53:29.636259,2026-09-11 14:53:29.636259
CRD-001281,CLI-001449,AG-MEK-01,CPT-001865,Crédit immobilier,225345.89,150230.59,0.042,0.0573,120,80,2303.0,2026-02-18,2026-03-20,2035-12-28,2029-06-02,40,80,0,En cours,Nantissement,157872.06,Achat immobilier,519,C,741.58,,0,CONS-034,2026-09-11 14:53:29.638259,2026-09-11 14:53:29.638259
CRD-001282,CLI-001721,AG-AGA-01,CPT-002196,Crédit automobile,50350.16,26224.04,0.0395,0.0466,48,25,1135.73,2023-04-04,2023-05-04,2027-03-14,2025-02-22,23,25,0,En cours,Nantissement,36680.48,Véhicule,681,B,194.16,,0,CONS-003,2026-09-11 14:53:29.641255,2026-09-11 14:53:29.641255
CRD-001283,CLI-004519,AG-NAD-01,CPT-005793,Crédit immobilier,54176.03,42799.06,0.0663,0.0731,300,237,370.21,2023-06-13,2023-07-13,2048-02-02,2028-08-15,63,237,0,En cours,Hypothèque,63303.19,Travaux,542,C,166.55,,0,CONS-012,2026-09-11 14:53:29.644254,2026-09-11 14:53:29.644254
CRD-001284,CLI-003843,AG-MAR-02,CPT-004914,Crédit automobile,83653.49,13942.25,0.05,0.0646,36,6,2507.17,2025-03-26,2025-04-25,2028-03-10,2027-09-12,30,6,0,En cours,Nantissement,82455.7,Véhicule,720,A,80.49,,0,CONS-039,2026-09-11 14:53:29.647258,2026-09-11 14:53:29.647258
CRD-001285,CLI-000157,AG-TÉT-01,CPT-000197,Crédit immobilier,2790911.17,2197842.55,0.0412,0.0493,240,189,17089.37,2024-02-24,2024-03-25,2043-11-11,2028-05-03,51,189,0,En cours,Nantissement,2843310.46,Véhicule,555,C,20761.68,,0,CONS-030,2026-09-11 14:53:29.650255,2026-09-11 14:53:29.650255
CRD-001286,CLI-002979,AG-CAS-05,CPT-003802,Crédit immobilier,553083.32,86035.18,0.0491,0.0655,180,28,4347.86,2023-04-17,2023-05-17,2038-01-28,2035-10-11,152,28,0,En cours,Caution personnelle,575904.2,Achat immobilier,519,C,774.31,,0,CONS-045,2026-09-11 14:53:29.653259,2026-09-11 14:53:29.653259
CRD-001287,CLI-001774,AG-KÉN-01,CPT-002264,Crédit professionnel,191459.7,98009.13,0.0614,0.0801,84,43,2809.82,2023-03-15,2023-04-14,2030-02-06,2026-07-27,41,43,0,En cours,Garantie autonome,137542.73,Équipement professionnel,725,A,1002.06,,0,CONS-046,2026-09-11 14:53:29.656258,2026-09-11 14:53:29.656258
CRD-001288,CLI-000616,AG-AGA-01,CPT-000776,Crédit immobilier,119621.11,41202.83,0.0654,0.0766,180,62,1044.66,2025-02-06,2025-03-08,2039-11-20,2034-10-17,118,62,0,En cours,Nantissement,121255.97,Achat immobilier,465,C,269.2,,0,CONS-017,2026-09-11 14:53:29.659258,2026-09-11 14:53:29.659258
CRD-001289,CLI-000644,AG-KÉN-01,CPT-000811,Crédit équipement,27919.37,11633.07,0.0789,0.095,12,5,2427.24,2025-04-03,2025-05-03,2026-03-29,2025-10-30,7,5,0,En cours,Garantie autonome,26434.47,Études,509,C,66.82,,0,CONS-036,2026-09-11 14:53:29.662241,2026-09-11 14:53:29.662241
CRD-001290,CLI-001936,AG-CAS-04,CPT-002469,Crédit professionnel,197136.27,176601.24,0.056,0.0754,48,43,4593.68,2025-06-21,2025-07-21,2029-05-31,2025-11-18,5,43,0,En cours,Hypothèque,175015.49,Fonds de roulement,748,A,691.98,,0,CONS-015,2026-09-11 14:53:29.665240,2026-09-11 14:53:29.665240
CRD-001291,CLI-004278,AG-LAÂ-01,CPT-005487,Crédit professionnel,35497.31,28595.06,0.0434,0.0499,36,29,1053.4,2022-09-20,2022-10-20,2025-09-04,2023-04-18,7,29,0,En cours,Hypothèque,33972.06,Équipement professionnel,680,B,122.57,,0,CONS-026,2026-09-11 14:53:29.668442,2026-09-11 14:53:29.668442
CRD-001292,CLI-001069,AG-CAS-04,CPT-001361,Crédit consommation,6865.27,6436.19,0.0338,0.0528,48,45,153.11,2023-09-19,2023-10-19,2027-08-29,2023-12-18,3,45,0,En cours,Garantie autonome,7734.14,Équipement professionnel,601,B,24.31,,0,CONS-043,2026-09-11 14:53:29.670441,2026-09-11 14:53:29.670441
CRD-001293,CLI-004455,AG-SAF-01,CPT-005710,Crédit consommation,6811.24,0.0,0.0502,0.0672,12,0,583.16,2025-10-28,2025-11-27,2026-10-23,2026-10-23,12,0,0,En cours,Nantissement,6305.16,Achat immobilier,404,C,0.0,,0,CONS-029,2026-09-11 14:53:29.673727,2026-09-11 14:53:29.673727
CRD-001294,CLI-004155,AG-SET-01,CPT-005322,Crédit professionnel,76272.11,52664.08,0.0327,0.0523,84,58,1017.11,2023-05-15,2023-06-14,2030-04-08,2025-07-03,26,58,0,En cours,Caution personnelle,67081.18,Fonds de roulement,428,C,239.38,,0,CONS-041,2026-09-11 14:53:29.677838,2026-09-11 14:53:29.677838
CRD-001295,CLI-004240,AG-CAS-02,CPT-005432,Crédit automobile,17594.1,14173.02,0.0455,0.0614,36,29,523.76,2024-04-28,2024-05-28,2027-04-13,2024-11-24,7,29,0,En cours,Hypothèque,19788.4,Équipement professionnel,544,C,46.44,,0,CONS-004,2026-09-11 14:53:29.680842,2026-09-11 14:53:29.680842
CRD-001296,CLI-004869,AG-FÈS-01,CPT-006242,Crédit immobilier,497012.23,269214.96,0.07,0.0769,120,65,5770.73,2026-04-04,2026-05-04,2036-02-11,2030-10-10,55,65,0,En cours,Nantissement,526630.28,Véhicule,531,C,1586.63,,0,CONS-014,2026-09-11 14:53:29.682843,2026-09-11 14:53:29.682843
CRD-001297,CLI-000331,AG-NAD-01,CPT-000419,Crédit immobilier,120970.42,49597.87,0.0553,0.0678,300,123,745.03,2023-11-24,2023-12-24,2048-07-15,2038-06-08,177,123,0,En cours,Garantie autonome,141376.73,Fonds de roulement,736,A,298.97,,0,CONS-003,2026-09-11 14:53:29.685842,2026-09-11 14:53:29.685842
CRD-001298,CLI-002058,AG-CAS-02,CPT-002620,Crédit automobile,49063.55,9540.13,0.0492,0.0554,36,7,1468.72,2022-09-07,2022-10-07,2025-08-22,2025-01-24,29,7,0,En cours,Caution personnelle,34108.27,Équipement professionnel,636,B,73.0,,0,CONS-030,2026-09-11 14:53:29.687816,2026-09-11 14:53:29.687816
CRD-001299,CLI-002647,AG-RAB-03,CPT-003368,Crédit immobilier,486814.89,191480.52,0.0365,0.0442,300,118,2476.45,2021-11-07,2021-12-07,2046-06-29,2036-10-19,182,118,0,En cours,Sans garantie,0.0,Fonds de roulement,519,C,2843.85,,0,CONS-019,2026-09-11 14:53:29.690842,2026-09-11 14:53:29.690842
CRD-001300,CLI-002192,AG-MEK-01,CPT-002796,Crédit professionnel,123792.57,2579.01,0.061,0.0781,48,1,2912.95,2025-05-25,2025-06-24,2029-05-04,2029-04-04,47,1,0,En cours,Nantissement,90503.53,Achat immobilier,448,C,15.4,,0,CONS-046,2026-09-11 14:53:29.693841,2026-09-11 14:53:29.693841
CRD-001301,CLI-000623,AG-TAN-01,CPT-000783,Crédit professionnel,72411.61,30171.5,0.0422,0.0485,84,35,997.13,2024-10-17,2024-11-16,2031-09-11,2028-10-26,49,35,0,En cours,Sans garantie,0.0,Achat immobilier,526,C,159.61,,0,CONS-046,2026-09-11 14:53:29.696842,2026-09-11 14:53:29.696842
CRD-001302,CLI-001596,AG-EL -01,CPT-002040,Crédit consommation,6707.38,3912.64,0.0763,0.0877,24,14,302.23,2022-01-16,2022-02-15,2024-01-06,2022-11-12,10,14,0,En cours,Garantie autonome,7290.14,Achat immobilier,710,A,30.3,,0,CONS-038,2026-09-11 14:53:29.698845,2026-09-11 14:53:29.698845
CRD-001303,CLI-002916,AG-NAD-01,CPT-003719,Crédit professionnel,39921.41,32602.48,0.0331,0.049,60,49,722.85,2026-04-21,2026-05-21,2031-03-26,2027-03-17,11,49,0,En cours,Garantie autonome,29779.74,Équipement professionnel,569,C,82.0,,0,CONS-029,2026-09-11 14:53:29.701838,2026-09-11 14:53:29.701838
CRD-001304,CLI-004822,AG-MEK-01,CPT-006180,Crédit équipement,35634.89,13363.08,0.0351,0.0516,24,9,1539.68,2022-09-03,2022-10-03,2024-08-23,2023-11-27,15,9,0,En cours,Hypothèque,27322.23,Équipement professionnel,555,C,48.24,,0,CONS-037,2026-09-11 14:53:29.703844,2026-09-11 14:53:29.703844
CRD-001305,CLI-003899,AG-EL -01,CPT-004984,Crédit automobile,15060.51,3514.12,0.0516,0.0645,60,14,285.32,2024-01-18,2024-02-17,2028-12-22,2027-10-29,46,14,30,En cours (retard),Garantie autonome,17742.53,Véhicule,747,B,67.35,,0,CONS-003,2026-09-11 14:53:29.708819,2026-09-11 14:53:29.708819
CRD-001306,CLI-001920,AG-RAB-02,CPT-002449,Crédit immobilier,105687.91,67816.41,0.0615,0.0754,120,77,1181.33,2025-12-01,2025-12-31,2035-10-10,2029-06-13,43,77,0,En cours,Nantissement,94617.7,Véhicule,601,B,401.35,,0,CONS-036,2026-09-11 14:53:29.712841,2026-09-11 14:53:29.712841
CRD-001307,CLI-004174,AG-AGA-01,CPT-005346,Crédit automobile,64080.15,42720.1,0.0365,0.0534,36,24,1881.94,2025-06-14,2025-07-14,2028-05-29,2026-06-09,12,24,238,Contentieux,Garantie autonome,70306.07,Achat immobilier,506,D,9655.79,2026-02-12,3,CONS-009,2026-09-11 14:53:29.714845,2026-09-11 14:53:29.714845
CRD-001308,CLI-004478,AG-AGA-01,CPT-005741,Crédit consommation,4383.84,3013.89,0.0457,0.0549,48,33,100.11,2023-02-04,2023-03-06,2027-01-14,2024-04-29,15,33,0,En cours,Caution personnelle,4129.23,Véhicule,644,B,17.92,,0,CONS-022,2026-09-11 14:53:29.717842,2026-09-11 14:53:29.717842
CRD-001309,CLI-000756,AG-SET-01,CPT-000955,Crédit professionnel,39944.78,26629.85,0.0567,0.0682,36,24,1209.23,2024-01-19,2024-02-18,2027-01-03,2025-01-13,12,24,0,En cours,Caution personnelle,33107.09,Équipement professionnel,649,B,110.79,,0,CONS-044,2026-09-11 14:53:29.720843,2026-09-11 14:53:29.720843
CRD-001310,CLI-000519,AG-MOH-01,CPT-000658,Crédit immobilier,129617.75,91596.54,0.0452,0.0572,300,212,721.93,2024-09-11,2024-10-11,2049-05-03,2031-12-04,88,212,0,En cours,Nantissement,127990.52,Équipement professionnel,618,B,236.12,,0,CONS-039,2026-09-11 14:53:29.722843,2026-09-11 14:53:29.722843
CRD-001311,CLI-003804,AG-BÉN-01,CPT-004865,Crédit immobilier,892159.24,811864.91,0.0406,0.0594,300,273,4738.75,2024-12-23,2025-01-22,2049-08-14,2027-03-13,27,273,0,En cours,Caution personnelle,829798.02,Études,578,C,3108.33,,0,CONS-005,2026-09-11 14:53:29.725838,2026-09-11 14:53:29.725838
CRD-001312,CLI-000033,AG-KHO-01,CPT-000048,Crédit consommation,20172.96,3922.52,0.0446,0.0535,36,7,599.72,2024-11-15,2024-12-15,2027-10-31,2027-04-04,29,7,0,En cours,Nantissement,13704.58,Investissement,486,C,29.78,,0,CONS-018,2026-09-11 14:53:29.728823,2026-09-11 14:53:29.728823
CRD-001313,CLI-002938,AG-BÉN-01,CPT-003746,Crédit automobile,9448.81,6692.91,0.0789,0.0979,24,17,426.87,2022-10-17,2022-11-16,2024-10-06,2023-05-15,7,17,202,Contentieux,Garantie autonome,8678.74,Équipement professionnel,612,D,1249.9,2025-02-02,3,CONS-028,2026-09-11 14:53:29.731825,2026-09-11 14:53:29.731825
CRD-001314,CLI-001158,AG-SET-01,CPT-001481,Crédit immobilier,321154.09,235513.0,0.045,0.0592,300,220,1785.08,2022-11-05,2022-12-05,2047-06-27,2029-06-01,80,220,0,En cours,Hypothèque,283683.01,Véhicule,660,B,1523.9,,0,CONS-039,2026-09-11 14:53:29.734823,2026-09-11 14:53:29.734823
CRD-001315,CLI-000745,AG-CAS-05,CPT-000944,Crédit immobilier,592218.88,342170.91,0.063,0.0798,180,104,5093.97,2022-11-22,2022-12-22,2037-09-04,2029-02-18,76,104,0,En cours,Hypothèque,568925.15,Achat immobilier,730,A,1080.19,,0,CONS-017,2026-09-11 14:53:29.736823,2026-09-11 14:53:29.736823
CRD-001316,CLI-001498,AG-RAB-01,CPT-001926,Crédit consommation,13172.41,10428.16,0.0726,0.0873,24,19,591.32,2025-08-03,2025-09-02,2027-07-24,2025-12-31,5,19,0,En cours,Nantissement,7888.2,Achat immobilier,639,B,73.33,,0,CONS-002,2026-09-11 14:53:29.739822,2026-09-11 14:53:29.739822
CRD-001317,CLI-003460,AG-CAS-05,CPT-004416,Crédit automobile,15722.6,2620.43,0.0796,0.0944,36,6,492.4,2026-04-19,2026-05-19,2029-04-03,2028-10-05,30,6,0,En cours,Nantissement,18836.32,Investissement,801,A,17.62,,0,CONS-001,2026-09-11 14:53:29.742823,2026-09-11 14:53:29.742823
CRD-001318,CLI-003756,AG-FÈS-01,CPT-004803,Crédit automobile,13749.93,3437.48,0.0679,0.0748,60,15,270.9,2024-02-04,2024-03-05,2029-01-08,2027-10-16,45,15,0,En cours,Sans garantie,0.0,Véhicule,537,C,46.4,,0,CONS-027,2026-09-11 14:53:29.744822,2026-09-11 14:53:29.744822
CRD-001319,CLI-002592,AG-CAS-05,CPT-003296,Crédit immobilier,1008749.48,840624.57,0.0338,0.0484,240,200,5788.33,2023-06-25,2023-07-25,2043-03-12,2026-10-07,40,200,0,En cours,Nantissement,636767.69,Achat immobilier,663,B,6995.64,,0,CONS-010,2026-09-11 14:53:29.747822,2026-09-11 14:53:29.747822
CRD-001320,CLI-000784,AG-CAS-05,CPT-000997,Crédit professionnel,21195.16,3179.27,0.0323,0.0499,60,9,383.02,2022-09-29,2022-10-29,2027-09-03,2026-12-07,51,9,0,En cours,Caution personnelle,20888.99,Équipement professionnel,517,C,16.96,,0,CONS-045,2026-09-11 14:53:29.751085,2026-09-11 14:53:29.751085
CRD-001321,CLI-003494,AG-SAL-01,CPT-004456,Crédit immobilier,323989.86,296990.7,0.0716,0.0805,240,220,2543.1,2025-08-29,2025-09-28,2045-05-16,2027-04-21,20,220,0,En cours,Garantie autonome,274620.09,Achat immobilier,524,C,1431.57,,0,CONS-033,2026-09-11 14:53:29.753084,2026-09-11 14:53:29.753084
CRD-001322,CLI-002950,AG-TAN-02,CPT-003761,Crédit consommation,17402.56,7976.17,0.0769,0.0894,48,22,422.32,2023-03-08,2023-04-07,2027-02-15,2025-04-26,26,22,269,Contentieux,Caution personnelle,11923.23,Équipement professionnel,705,D,1139.36,2026-03-03,3,CONS-042,2026-09-11 14:53:29.756084,2026-09-11 14:53:29.756084
CRD-001323,CLI-000230,AG-CAS-03,CPT-000289,Crédit consommation,4356.89,1089.22,0.0302,0.0361,24,6,187.3,2023-03-19,2023-04-18,2025-03-08,2024-09-09,18,6,0,En cours,Hypothèque,3087.84,Études,416,C,5.28,,0,CONS-011,2026-09-11 14:53:29.759085,2026-09-11 14:53:29.759085
CRD-001324,CLI-000858,AG-FÈS-01,CPT-001095,Crédit automobile,19109.96,14730.59,0.0738,0.0876,48,37,460.99,2022-04-15,2022-05-15,2026-03-25,2023-03-11,11,37,0,En cours,Hypothèque,18417.09,Investissement,640,B,42.88,,0,CONS-018,2026-09-11 14:53:29.761085,2026-09-11 14:53:29.761085
CRD-001325,CLI-002267,AG-OUJ-01,CPT-002887,Crédit professionnel,148472.67,145379.49,0.0663,0.077,48,47,3529.93,2022-05-24,2022-06-23,2026-05-03,2022-06-23,1,47,95,Incident de paiement,Garantie autonome,99596.19,Investissement,513,D,26932.92,2023-12-19,3,CONS-006,2026-09-11 14:53:29.764085,2026-09-11 14:53:29.764085
CRD-001326,CLI-004275,AG-OUJ-01,CPT-005482,Crédit immobilier,1043178.24,782383.68,0.0693,0.0824,240,180,8043.98,2022-05-23,2022-06-22,2042-02-07,2027-04-27,60,180,0,En cours,Sans garantie,0.0,Équipement professionnel,630,B,10977.37,,0,CONS-025,2026-09-11 14:53:29.766340,2026-09-11 14:53:29.766340
CRD-001327,CLI-000409,AG-AGA-01,CPT-000515,Crédit consommation,9997.2,3332.4,0.0487,0.0575,12,4,855.24,2026-08-11,2026-09-10,2027-08-06,2027-04-08,8,4,0,En cours,Nantissement,11505.42,Études,597,C,25.61,,0,CONS-024,2026-09-11 14:53:29.769359,2026-09-11 14:53:29.769359
